church_name,church_url,city,state,size,denomination
Thessalonia Baptist Church,http://thessaloniabaptistchurch.org,Bronx,NY,2000,Baptist (unspecified)
Third Reformed Church,http://www.trcpella.com,Pella,IA,2000,Reformed Church in America
Thomas Road Baptist Church,http://www.trbc.org,Lynchburg,VA,8350,Unknown (unspecified)
Timberline Church,http://www.timberlinechurch.org,Fort Collins,CO,6022,Assemblies of God
Times Square Church,http://www.tscnyc.org,New York,NY,8000,Unknown (unspecified)
Tomoka Christian Church,http://www.tomokachristian.com,Ormond Beach,FL,2296,CHRISTIAN
Torrance First Presbyterian Church,http://www.1church.com,Torrance,CA,2800,PRES
Total Grace Christian Center,http://www.totalgrace.org,Decatur,GA,3000,"Independent, Nondenominational"
Traders Point Christian Church,http://www.tpcc.org,Indianapolis,IN,4265,CHRISTIAN
Transformation Church,http://www.transformationchurch.tc,Indian Land,SC,2500,"Independent, Nondenominational"
Travis Avenue Baptist Church,http://www.travis.org,Fort Worth,TX,2000,Southern Baptist Convention
Tree of Life Ministries,http://tolm.net,Lynchburg,VA,2400,Pentecostal (unspecified)
Trinity Baptist Church,http://www.trinitybaptist.net,Kelowna,BC,2200,American Baptist
Trinity Baptist Church,http://www.tbc.org,Jacksonville,FL,1800,Baptist (unspecified)
Trinity Chapel Church of God,http://www.trinitychapel.org,Powder Springs,GA,2100,"Church of God, Cleveland"
Trinity Church,http://www.trinityministries.org,Cedar Hill,TX,2600,Assemblies of God
Trinity Church,http://www.trinitychurch.tv,Miami,FL,3500,Assemblies of God
Trinity Church,http://www.trinitytoday.com,Lubbock,TX,2900,"Independent, Nondenominational"
Trinity Church,http://www.trinitywired.com,Lansing,MI,3500,Unknown (unspecified)
Trinity Church International,http://www.tci.org,Lake Worth,FL,4012,Assemblies of God
Trinity Evangelical Free Church,http://www.trinityonline.org,Redlands,CA,2800,Evangelical Free
Trinity Fellowship Church,http://www.yourtrinity.org,Amarillo,TX,3500,"Independent, Nondenominational"
Trinity United Church of Christ,http://www.tucc.org,Chicago,IL,7500,United Church of Christ
Triumph Church,http://www.triumphch.org,Detroit,MI,14000,"Independent, Nondenominational"
Turner Chapel Ame Church,http://turnerchapelame.org,Marietta,GA,4400,African Methodist Episcopal
Twin Cities Community Church,http://www.twincitieschurch.com,Grass Valley,CA,2100,Southern Baptist Convention
Twin Lakes Baptist Church,http://www.twinlakeschurch.com,Aptos,CA,3500,Southern Baptist Convention
Twin Rivers Worship Center,http://www.trwc.com,Saint Louis,MO,2500,Unknown (unspecified)
Union Chapel MB Church,http://www.unionchapel-hsv.org,Huntsville,AL,2000,Baptist (unspecified)
University Park Baptist Church,http://www.upbc.org,Charlotte,NC,10000,Baptist (unspecified)
University Presbyterian Church,http://www.upc.org,Seattle,WA,3896,"Presbyterian Church, U.S.A."
University United Methodist Church,http://www.uchurch.tv,San Antonio,TX,2589,United Methodist Church
Upper Arlington Lutheran Church,http://www.ualc.org,Columbus,OH,2200,Lutheran (unspecified)
Upper Room Christian World Center,http://www.upperroomny.com,Dix Hills,NY,2200,"Independent, Nondenominational"
Valley Baptist Church,http://www.valleybaptist.org,Bakersfield,CA,3266,Southern Baptist Convention
Valley Christian Center Church,http://www.vccfresno.org,Fresno,CA,1800,Four Square
Valley Church,http://www.vefc.com,West Des Moines,IA,2000,Evangelical Free
Valley Community Baptist Church,http://www.valleycommunity.cc,Avon,CT,2000,Baptist General Conference
Valley Creek Church,http://www.valleycreek.org,Flower Mound,TX,3500,"Independent, Nondenominational"
Valley Family Church,http://www.valleyfamilychurch.org,Kalamazoo,MI,3000,"Independent, Nondenominational"
Valley Kingdom Ministries International,http://www.vkmi.org,South Holland,IL,3400,"Independent, Nondenominational"
Valley View Church,http://www.valleyviewchurch.org,Louisville,KY,2497,Southern Baptist Convention
Van Dyke United Methodist Church,http://www.vandyke.org,Lutz,FL,2143,United Methodist Church
VBF Church,http://www.vbf.org,Bakersfield,CA,10000,"Independent, Nondenominational"
Venture Christian Church,http://www.venturechristian.org,Los Gatos,CA,3600,"Independent, Nondenominational"
Victorious Life Church,http://www.victoriouslifechurch.com,Wesley Chapel,FL,3000,Assemblies of God
Victorville First Assembly,http://www.vfassembly.org,Victorville,CA,1907,Assemblies of God
Victory Assembly,http://www.vwcaz.org,Tucson,AZ,5000,Assemblies of God
Victory Cathedral Worship Center,http://www.getthevictory.org,Bolingbrook,IL,4000,Unknown (unspecified)
Victory Christian Center,http://www.vcccoitsville.com,Lowellville,OH,2500,Assemblies of God
Victory Christian Center,http://www.vccenter.net,Charlotte,NC,3500,"Independent, Nondenominational"
Victory Christian Center,http://www.victory.com/,Tulsa,OK,9500,Unknown (unspecified)
Victory Church,http://www.victorylakeland.org,Lakeland,FL,3001,Assemblies of God
Victory Church,http://victorychurch.tv,Oklahoma City,OK,8000,"Independent, Nondenominational"
Victory Family Church,http://lifeatvictory.com,Cranberry Twp,PA,2000,Unknown (unspecified)
Victory Fellowship,http://www.victoryfellowship.net,Metairie,LA,2000,Assemblies of God
Victory for the World,http://www.victoryfortheworld.org,Stone Mountain,GA,2000,"Independent, Nondenominational"
Victory Life Family Worship Center,http://www.dsheriff.org,Durant,OK,4000,Unknown (unspecified)
Victory Missionary Baptist Church,http://www.victorymbc.org,Las Vegas,NV,2000,Unknown (unspecified)
Victory Outreach Church,http://www.victoryoutreach.org,La Puente,CA,2000,Unknown (unspecified)
Victory Outreach Church San Diego,http://www.victoryoutreachsandiego.org,San Diego,CA,1800,Unknown (unspecified)
Victory World Church,http://www.victorywc.org,Norcross,GA,8000,"Independent, Nondenominational"
Village Baptist Church,http://www.villagebaptistchurch.org,Fayetteville,NC,1800,Southern Baptist Convention
Village Church of Gurnee,http://www.vcgurnee.org,Gurnee,IL,2000,Unknown (unspecified)
Village View Community Church,http://www.villageviewchurch.com,Summerfield,FL,2500,"Church of God, Cleveland"
Vineville Baptist Church,http://www.vinevillebaptist.org,Macon,GA,2000,Unknown (unspecified)
Vineyard Boise,http://www.vineyardboise.org,Boise,ID,2200,Vineyard
Vineyard Christian Fellowship,http://www.vineyardkcnorth.com,Kansas City,MO,2000,Vineyard
Vineyard Christian Fellowship,http://www.daytonvineyard.com,Beavercreek,OH,3000,Vineyard
Vineyard Christian Fellowship of North Phoenix,http://www.vcfnp.com,Glendale,AZ,4100,Vineyard
Vineyard Church of Columbus,http://www.vineyardcolumbus.org,Westerville,OH,7827,Vineyard
Vineyard Church of the Rockies,http://www.vineyardotr.org,Fort Collins,CO,2500,Vineyard
Vineyard Community Church,http://www.vineyardcincinnati.com,Cincinnati,OH,5829,Vineyard
Vino Nuevo de El Paso,http://www.vinonuevoelpaso.com,El Paso,TX,4000,Evangelical
Visalia First Assembly of God,http://www.visaliafirstassembly.com,Visalia,CA,3247,Assemblies of God
Voices of Faith Ministries,http://www.voicesfaith.org,Stone Mountain,GA,6900,Southern Baptist Convention
Walla Walla City Seventh-day Adventist Church,http://www.wwcitychurch.com,Walla Walla,WA,1800,Seventh-day Adventist
Walnut Hill Community Church,http://www.walnuthillcc.org,Bethel,CT,2500,Evangelical
Ward African Methodist Episcopal Church,http://www.wardame.com,Los Angeles,CA,8000,African Methodist Episcopal
Ward Evangelical Presbyterian Church,http://www.wardchurch.org,Northville,MI,2300,Evangelical Presbyterian Church
Warehouse Ministry,http://www.warehouseministries.org,Sacramento,CA,4000,"Independent, Nondenominational"
Warren Baptist Church,http://www.warrenbaptist.org,Augusta,GA,1800,Baptist (unspecified)
Warsaw Community Church,http://www.wccconnect.com,Warsaw,IN,3500,Brethren
Washington Cathedral,http://www.wacathedral.org,Redmond,WA,2000,Unknown (unspecified)
Washington Heights Baptist Church,http://www.theheightscommunity.org,Ogden,UT,2200,CBA
Water of Life Community Church,http://www.wateroflifecc.org,Fontana,CA,6371,"Independent, Nondenominational"
Watermark Community Church,http://www.watermark.org,Dallas,TX,8876,"Independent, Nondenominational"
Waters Edge Church,http://www.watersedgechurch.net,Yorktown,VA,3594,Southern Baptist Convention
Wave Church,http://www.wavechurch.com,Virginia Beach,VA,4000,"Independent, Nondenominational"
West Acres Baptist,http://www.westacres.org,Evans,GA,2000,Baptist (unspecified)
West Angeles Church of God in Christ,http://www.westa.org,Los Angeles,CA,13000,Church of God in Christ
West End Assembly of God,http://www.weag.org,Richmond,VA,2100,Assemblies of God
West End Baptist Church,http://www.westendbaptist.org,Rock Hill,SC,2000,Baptist (unspecified)
West Ridge Church,http://www.westridge.com,Dallas,GA,4800,Southern Baptist Convention
West Shore Evangelical Free Church,http://www.westshorefree.com,Mechanicsburg,PA,2500,Evangelical Free
West Side Christian Church,http://www.wschurch.org,Springfield,IL,2175,CHRISTIAN
Westgate Chapel,http://www.westgatechapel.com,Edmonds,WA,2000,"Independent, Nondenominational"
WestGate Church,http://www.westgatechurch.org,San Jose,CA,2100,Unknown (unspecified)
Westminster Chapel,http://www.westminster.org,Bellevue,WA,3000,"Independent, Nondenominational"
Westmoore Community Church,http://www.westmoorechurch.com,Oklahoma City,OK,2000,Evangelical Covenant
Westover Church,http://www.westoverchurch.com,Greensboro,NC,4000,"Independent, Nondenominational"
Westover Hills Assembly of God,http://www.whag.net,San Antonio,TX,4314,Assemblies of God
Westside Baptist Church,http://www.westsidebaptistchurch.com,Lewisville,TX,2001,Baptist (unspecified)
Westside Baptist Church,http://www.westsidebaptist.org,Gainesville,FL,1800,Southern Baptist Convention
Westside Church,http://www.westsidechurch.org,Bend,OR,3500,Four Square
Westside Church,http://www.westsideomaha.org,Omaha,NE,2000,Southern Baptist Convention
Westside Family Church,http://www.westsidefamilychurch.com,Lenexa,KS,5100,Southern Baptist Convention
Westwood Community Church,http://www.westwoodcc.org,Excelsior,MN,3800,Baptist General Conference
Wheaton Bible Church,http://www.wheatonbible.org,West Chicago,IL,2500,"Independent, Nondenominational"
Wheeler Avenue Baptist Church,http://www.wheeleravebc.org,Houston,TX,6000,National Baptist Convention
White River Christian Church,http://www.wrcc.org,Noblesville,IN,2290,CHRISTIAN
White’s Chapel United Methodist Church,http://www.whiteschapelumc.com,Southlake,TX,6149,United Methodist Church
Whitesburg Baptist Church,http://www.wbccares.org,Huntsville,AL,2500,Southern Baptist Convention
Whittier Area Community Church,http://www.wacc.net,Whittier,CA,3000,Baptist General Conference
Wildwood Baptist Church,http://www.wildwoodbaptist.org,Acworth,GA,2500,Baptist General Conference
Williamsburg Community Chapel,http://www.wcchapel.org,Williamsburg,VA,2400,Unknown (unspecified)
Willingdon Church,http://willingdon.org,Burnaby,BC,5000,MEN
Willow Creek Community Church,http://www.willowcreek.org,South Barrington,IL,9000,"Independent, Nondenominational"
Willow Park Church,http://www.willowparkchurch.com,Kelowna,BC,2000,MEN
Willowbrook Baptist Church,http://www.willowbrook.org,Huntsville,AL,2900,Southern Baptist Convention
Windsor Village United Methodist Church,http://www.kingdombuilders.com,Houston,TX,5859,United Methodist Church
Winners Church,http://www.winnerstoday.net,West Palm Beach,FL,2000,International Pentecostal Holiness Church
Without Walls International Church,http://www.withoutwalls.org,Tampa,FL,3000,Unknown (unspecified)
Woodbury Lutheran Church,http://www.woodburylutheran.org,Woodbury,MN,2100,Lutheran (unspecified)
Woodcrest Chapel,http://www.woodcrest.org,Columbia,MO,2200,Unknown (unspecified)
Wooddale Church,http://www.wooddale.org,Eden Prairie,MN,5500,Baptist General Conference
Woodland – The Community Church,http://www.woodlandministries.com,Bradenton,FL,2001,Unknown (unspecified)
Woodland Hills Church,http://www.whchurch.org,St. Paul,MN,5000,Baptist General Conference
Woodlands Church,http://www.wc.org,The Woodlands,TX,18385,Southern Baptist Convention
Woodlawn Church,http://www.woodlawnchurch.cc,Columbia,MS,2500,United Pentecostal Church
Woodmen Valley Chapel,http://www.woodmenvalley.org,Colorado Springs,CO,5500,"Independent, Nondenominational"
Woodmont Hills Church of Christ,http://www.woodmont.org,Nashville,TN,1900,Church of Christ
Woodside Bible Church,http://www.woodsidebible.org,Troy,MI,7174,Unknown (unspecified)
Woodstream Church,http://www.woodstreamchurch.org,Mitchellville,MD,2000,Baptist (unspecified)
Word Alive International Outreach,http://www.wordalive.org,Oxford,AL,3300,"Independent, Nondenominational"
Word of Faith Family Worship Cathedral,http://www.woffamily.org,Austell,GA,2000,"Independent, Nondenominational"
Word of Faith International Christian Center,http://www.wordoffaith.cc,Southfield,MI,11000,"Independent, Nondenominational"
Word of God Church and Ministries,http://www.wordofgodcm.org,Columbia,SC,2200,"Independent, Nondenominational"
Word of Life Center,http://www.wordoflifecenter.org,Shreveport,LA,2500,"Independent, Nondenominational"
Word of Life Christian Center,http://www.wolcc.net,Lone Tree,CO,2000,"Independent, Nondenominational"
Word of Life Christian Center,http://www.wolhawaii.com,Honolulu,HI,5000,Unknown (unspecified)
Word of Life Church,http://www.wolc.com,Saint Joseph,MO,4000,"Independent, Nondenominational"
World Changers Church International,http://www.worldchangers.org,College Park,GA,15000,"Independent, Nondenominational"
World Harvest Church,http://whclife.com,Canal Winchester,OH,5000,"Independent, Nondenominational"
World Outreach Church,http://www.wochurch.org,Murfreesboro,TN,15000,"Independent, Nondenominational"
World Overcomers Church,http://www.worldovercomers.church,Durham,NC,15000,"Independent, Nondenominational"
World Overcomers Outreach Ministries Church,http://www.worldovercomers.org,Memphis,TN,3000,"Independent, Nondenominational"
Worship Center,http://www.worshipcenter.org,Lancaster,PA,2500,"Independent, Nondenominational"
Xenos Christian Fellowship,http://www.xenos.org,Columbus,OH,5000,"Independent, Nondenominational"
Yorba Linda Friends Church,http://www.ylfc.org,Yorba Linda,CA,5000,Quaker
Zion Church,http://www.zionchurchonline.com,Largo,MD,3000,"Independent, Nondenominational"
Zion Dominion Global Ministries,http://www.ziondominion.org,Amherst,NY,2000,Church of God in Christ
